,X1,sample_id,lake_id,lake_name,sa_ha,lake_type,ecoregion_3,trip_num,county,year,date_sampled,sample_location,lat,long,max_depth_m,secchi_m,lt_trans_3ft_per,lt_level_1per_ft,water_col_oxic_per,ph_epi,ph_hypo,cond_epi,cond_hypo,alk_epi,alk_hypo,no3_epi,no3_hypo,nh3_epi,nh3_hypo,tkn_epi,tkn_hypo,srp_epi,srp_hypo,tp_epi,tp_hypo,chla_ug_L,micro_ug_L,pktn_cells_mL,pktn_num_L,bg_dom_nu_per,bg_dom_cell_per,bg_num_L,bg_cell_mL,green_num_L,green_cell_mL,diatoms_nu_L,diatoms_cells_mL,other_algae_nu_L,other_algae_cells_mL,rotifer_num_L,rotifers_cell_mL,zoo_num_L,zoo_cells_mL,alk_avg,cond_avg,ph_avg,no3_avg,nh3_avg,tkn_avg,orgn_avg,srp_avg,tp_avg,tsi_sd,tsi_chla,tsi_tp_avg,tsi_tp_epi,tsi_comb,tn_avg,tn_epi,tn_hypo,not_sampled,tsi_int
232,325,2710,206,Prarie Creek Res.,492.12,impoundment,55,8,Deleware,2018,30-Jul-18,Deep Hole,40.14243333,-85.29111,8.8,1.2,133.5,19.35,NA,8.6,7.5,318.7,404,159,159,0.011,0.008,0.067,0.746,NA,NA,0.006,0.043,0.04,0.115,22.268,NA,0,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,0,4,0,159,361.35,8.05,0.0095,0.4065,NA,0,0.0245,0.0775,57,61,67,57,62,NA,2.265,3.114,FALSE,Eutrophic
68,18,2344,609,Blackman,25.9,natural lake,56,2,LaGrange,2015,6-Jul-15,deep hole,41.55098,-85.28574,16.9,2.1,19.99,14.76,29.59,8.7,7.3,371,447,125,154,0.013,0.013,0.018,0.791,0.959,1.7845,0.01,0.107,0.026,0.117,3.08,NA,159310,3165238,44.8,92,1417638,146658,1524630,12429,8916,9,213983,214,33,0,38,0,139.5,409,8,0.013,0.4045,1.37175,0.96725,0.0585,0.0715,49,42,66,51,52,NA,NA,NA,FALSE,Mesotrophic
94,175,2542,640,Mongo Mill Pond,29.54,natural lake,56,2,LaGrange,2017,21-Jun-17,deep hole,41.68235,-85.27681,2.5,1.2,14.1,8.25,100,8,NA,646.2,NA,236,NA,2.005,NA,0.169,NA,NA,NA,0.013,NA,0.082,NA,3.845,NA,4154,692876,43.6,73,302085,3040,174029,814,197010,222,19702,78,30,0,20,0,236,646.2,8,2.005,0.169,NA,0,0.013,0.082,57,44,68,68,56,NA,2.814,NA,FALSE,Mesotrophic
67,302,2688,651,Pretty,74.46,natural lake,56,6,LaGrange,2018,23-Jul-18,Deep Hole,41.57495,-85.25129,25.1,4.3,403.1,22.63,NA,8.1,7.6,323.5,375.5,114,149,0.012,0.07,0.014,0.455,NA,NA,0.017,0.049,0.026,0.109,2.969,NA,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,10,0,131.5,349.5,7.85,0.041,0.2345,NA,0,0.033,0.0675,39,41,65,51,48,NA,0.548,0.866,FALSE,Mesotrophic
130,153,2505,829,Bixler,47.35,natural lake,56,8,Noble,2016,2-Aug-16,Deep Hole,41.43625,-85.24791,11.58,2.75,14.77,16.5,NA,8.2,7.3,520,600,159,202,0.008,0.008,0.015,0.881,NA,NA,0.002,0.397,0.023,0.431,6.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.5,560,7.75,0.008,0.448,NA,0,0.1995,0.227,45,48,82,49,58,NA,0.615,1.791,FALSE,Mesotrophic
293,322,2707,1057,Versailles,93.08,impoundment,55,8,Ripley,2018,30-Jul-18,Deep Hole,39.07426,-85.24616,4.9,0.4,24.93,4.26,NA,7.4,7.1,294.7,316.7,107,124,0.008,0.008,0.086,1.489,NA,NA,0.013,0.143,0.12,0.161,64.948,NA,0,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,0,12,0,115.5,305.7,7.25,0.008,0.7875,NA,0,0.078,0.1405,73,72,75,73,73,NA,1.388,2.14,FALSE,Hypereutrophic
237,215,2582,1053,Molenkramer Res,37.64,impoundment,55,9,Ripley,2017,17-Jul-17,deep hole,39.27671,-85.24229,1.8,0.3,NA,NA,55.6,8.2,NA,235,NA,87,NA,0.018,NA,0.018,NA,NA,NA,0.015,NA,0.197,NA,23.852,NA,89894,12243738,40.9,85,5008449,76773,6251807,12067,595410,631,385265,421,2568,2,239,0,87,235,8.2,0.018,0.018,NA,0,0.015,0.197,77,62,80,80,73,NA,1.338,NA,FALSE,Eutrophic
236,214,2581,1057,Versailles,93.08,impoundment,55,9,Ripley,2017,17-Jul-17,deep hole,39.08148,-85.23705,4.2,0.3,NA,NA,71.4,8.6,6.4,292.4,283.7,85,106,1.153,1.383,0.033,0.277,NA,NA,0.088,0.028,0.131,0.169,23.87,NA,95670,24902157,8.4,69,2101447,66265,20313997,23887,1190820,2540,1295893,2978,NA,NA,NA,NA,95.5,288.05,7.5,1.268,0.155,NA,0,0.058,0.15,77,62,76,74,72,NA,2.022,2.748,FALSE,Eutrophic
97,303,2689,607,Big Long,148.12,natural lake,56,6,LaGrange,2018,23-Jul-18,Deep Hole,41.55207,-85.23337,25.7,3.6,1152,29.85,NA,8.2,7.5,313.4,336.3,124,138,0.009,0.318,0.014,0.2,NA,NA,0.006,0.11,0.022,0.533,4.082,NA,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0,19,0,631,324.85,7.85,0.1635,0.107,NA,0,0.058,0.2775,42,44,85,49,57,NA,0.874,4.079,FALSE,Mesotrophic
299,144,2496,1053,Molenkramer Reservoir,37.64,impoundment,55,9,Ripley,2016,3-Aug-16,Deep Hole,39.27656,-85.21242,2.13,0.3,0.759,2.46,NA,6.75,NA,268,330,104.5,NA,0.0086,NA,0.441,NA,NA,NA,0.0175,NA,0.234,NA,103.916,NA,823639,29576226,76.1,96,22521710,791906,5938029,29191,936176,936,178319,1605,1679,1,313,0,104.5,299,6.75,0.0086,0.441,NA,0,0.0175,0.234,77,76,83,83,79,NA,2.489,NA,FALSE,Hypereutrophic
265,217,2584,255,Manlove,6.07,impoundment,55,9,Fayette,2017,17-Jul-17,deep hole,39.73503,-85.20158,2.9,0.4,NA,NA,34.5,7.3,NA,273,179,86,NA,0.373,NA,0.034,NA,NA,NA,0.023,NA,0.197,NA,35.805,NA,70297,7216649,8.7,82,630434,57317,4728257,8179,945652,3888,910627,913,903,0,776,0,86,226,7.3,0.373,0.034,NA,0,0.023,0.197,73,66,80,80,73,NA,1.537,NA,FALSE,Hypereutrophic
61,104,2455,634,Lake of the Woods,55.04,natural lake,56,2,LaGrange,2016,5-Jul-16,Deep Hole,41.54368,-85.19886,25.7,3.65,18.97,28.2,NA,6.6,6.6,455,463,176,188,1.498,1.13,0.02,0.815,NA,NA,0.004,0.26,0.032,0.361,3.022,NA,4118,920319,14.5,49,133739,2022,786387,2096,NA,NA,NA,NA,146,0,47,0,182,459,6.6,1.314,0.4175,NA,0,0.132,0.1965,41,41,80,54,54,NA,1.537,1.662,FALSE,Mesotrophic
14,237,2603,1187,McClish,14.16,natural lake,56,11,Steuben,2017,31-Jul-17,deep hole,41.53969,-85.19424,16.9,2.2,20,8.25,47.3,7.9,7.2,622.2,411.8,204,223,2.424,0.64,0.04,0.748,NA,NA,0.006,0.005,0.012,0.021,1.326,NA,2903,880152,9.9,64,87560,1853,612922,840,96316,101,83182,109,124,0,48,0,213.5,517,7.55,1.532,0.394,NA,0,0.0055,0.0165,49,33,45,40,42,NA,3.049,2.144,FALSE,Oligotrophic
71,88,2440,1128,Beaver Dam,4.45,natural lake,56,1,Steuben,2016,27-Jun-16,Deep Hole,41.69733,-85.19405,7.16,2.6,24.92,20,NA,7.6,6.8,513,540,207,226,0.093,0.0086,0.231,0.994,NA,NA,0.002,0.004,0.025,0.053,3.22,NA,21587,901621,67.9,92,612386,19898,119662,1492,119662,148,49272,49,385,0,254,0,216.5,526.5,7.2,0.0508,0.6125,NA,0,0.003,0.039,46,42,57,51,48,NA,0.941,2.023,FALSE,Mesotrophic
149,11,2337,608,Big Turkey,182.12,natural lake,56,1,LaGrange,2015,29-Jun-15,Deep hole,41.59153,-85.19404,20.1,1.9,22.29,6.56,31.58,8.3,7.6,597,624,183,197.5,0.447,0.774,0.018,0.101,0.895,0.867,0.01,0.013,0.018,0.028,6.89,NA,7709,1464532,24.2,44,354410,3396,1063229,3945,6687,7,40122,361,37,0,47,0,190.25,610.5,7.95,0.6105,0.0595,0.881,0.8215,0.0115,0.023,51,50,49,46,50,NA,NA,NA,FALSE,Mesotrophic
242,216,2583,1047,Bischoff Res.,80.94,impoundment,55,9,Ripley,2017,17-Jul-17,deep hole,39.2761,-85.19403,6.3,0.6,NA,NA,47.6,8.7,6.6,214.5,321.7,75.5,111,0.013,0.008,0.023,5.313,NA,NA,0.002,0.667,0.084,0.956,26.387,NA,180677,18247834,54.7,92,9981878,166137,6742145,12858,1295893,1453,227656,229,214,0,48,0,93.25,268.1,7.65,0.0105,2.668,NA,0,0.3345,0.52,67,63,94,68,75,NA,1.206,6.875,FALSE,Eutrophic
66,265,2646,1187,McClish,14.16,natural lake,56,1,Steuben,2018,25-Jun-18,Deep Hole,41.54001,-85.19392,17,3.2,NA,NA,NA,7.2,7.2,557.8,579.4,225,223,2.038,2.146,0.091,0.099,NA,NA,0.01,0.008,0.073,0.156,2.969,NA,0,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,0,60,0,224,568.6,7.2,2.092,0.095,NA,0,0.009,0.1145,43,41,73,66,52,NA,4.246,2.52,FALSE,Mesotrophic
179,176,2543,608,Big Turkey,182.12,natural lake,56,2,LaGrange,2017,21-Jun-17,deep hole,41.59103,-85.19347,19.4,2.4,6.7,11.5,36.8,8,7.7,577,664.4,201.5,218,3.215,2.542,0.027,0.595,NA,NA,0.004,0.068,0.018,0.134,9.438,NA,11955,860101,43.8,86,377075,10237,419444,1621,38131,72,25421,25,14,0,16,0,209.75,620.7,7.85,2.8785,0.311,NA,0,0.036,0.076,47,53,67,46,56,NA,3.276,2.992,FALSE,Eutrophic
143,177,2544,1164,Henry,8.09,natural lake,56,2,Steuben,2017,21-Jun-17,deep hole,41.57064,-85.17744,6.2,2.2,17.4,10,64.5,8,7.7,669.7,662.8,265,257,4.007,2.107,0.044,0.643,NA,NA,0.006,0.013,0.053,0.019,6.679,NA,5180,1205274,19.4,36,234128,1838,336916,1051,599598,2005,34262,286,289,0,81,0,261,666.25,7.85,3.057,0.3435,NA,0,0.0095,0.036,49,49,56,61,51,NA,4.323,3.191,FALSE,Mesotrophic
137,5,2331,1201,Otter,47.75,natural lake,56,1,Steuben,2015,30-Jun-15,Deep hole,41.63506,-85.16828,9.5,2,16.55,16.4,52.63,8.3,7.5,412.5,466.4,185,232,0.303,0.013,0.018,0.821,0.694,2.0925,0.01,0.01,0.032,0.114,6.8,NA,38554,2202459,52.6,88,1159076,34024,1034252,4521,8916,9,NA,NA,148,0,67,0,208.5,439.45,7.9,0.158,0.4195,1.39325,0.97375,0.01,0.073,50,49,66,54,55,NA,NA,NA,FALSE,Mesotrophic
146,234,2601,1201,Otter,47.75,natural lake,56,11,Steuben,2017,31-Jul-17,deep hole,41.63716,-85.16705,8.8,1.5,23.7,6.5,45.5,8.2,7.2,508.8,463,179,263,0.328,0.008,0.014,2.795,NA,NA,0.012,0.017,0.028,0.072,6.68,NA,14795,1172530,56.8,96,666431,14161,316188,443,160527,161,29186,30,136,0,62,0,221,485.9,7.7,0.168,1.4045,NA,0,0.0145,0.05,54,49,61,52,55,NA,1.068,3.458,FALSE,Mesotrophic
206,171,2538,202,Story (Upper),NA,natural lake,56,1,Dekalb,2017,19-Jun-17,deep hole,41.51225,-85.14558333,8.3,1.7,2.98,6.89,NA,8.5,7.3,NA,NA,179,233,0.401,0.008,0.045,1.654,NA,NA,0.004,0.138,0.038,0.171,14.322,NA,20994,1332268,76.1,80,1013198,16723,243917,4177,62543,82,12508,12,55,0,47,0,206,NA,7.9,0.2045,0.8495,NA,0,0.071,0.1045,52,57,71,57,60,NA,1.663,2.551,FALSE,Eutrophic
172,155,2507,202,Story (Upper),NA,natural lake,56,10,Dekalb,2016,8-Aug-16,Deep Hole,41.51202,-85.13521,8.7,1.65,12.72,12.5,NA,6.9,6.6,405,618,155,278,0.008,0.008,0.015,2.349,NA,NA,0.004,0.036,0.016,0.076,9.27,NA,3213,1270952,12.9,45,164135,1434,966570,1640,24316,24,115502,115,360,0,69,0,216.5,511.5,6.75,0.008,1.182,NA,0,0.02,0.046,53,52,59,44,55,NA,0.818,3.82,FALSE,Eutrophic
72,154,2506,201,Story (Lower),31.16,natural lake,56,10,Dekalb,2016,8-Aug-16,Deep Hole,41.51193333,-85.13506667,9.1,3.05,14.83,14,NA,6.9,6.6,459,628,191,287,0.008,0.008,0.015,3.821,NA,NA,0.004,0.333,0.015,0.397,3.34,NA,3912,909703,23.5,68,213983,2639,646408,1185,17832,57,31206,31,242,0,32,0,239,543.5,6.75,0.008,1.918,NA,0,0.1685,0.206,44,42,81,43,56,NA,0.845,5.132,FALSE,Mesotrophic
255,60,2387,27,St. Joseph Reservoir,12.14,impoundment,55,7,Allen,2015,27-Jul-15,deep hole,41.11687,-85.11451,3,0.35,1.009,3.28,100,8.3,NA,622,NA,238.5,NA,0.957,NA,0.018,NA,1.007,NA,0.022,NA,0.17,NA,32.2,NA,206917,8265253,58.1,96,4805701,199130,2977931,7305,196151,196,285311,286,149,0,10,0,238.5,622,8.3,0.957,0.018,1.007,0.989,0.022,0.17,75,65,78,78,73,NA,NA,NA,FALSE,Hypereutrophic
88,293,2679,1218,Syl-Van,9.71,natural lake,56,5,Steuben,2018,16-Jul-18,Deep Hole,41.709915,-85.1037113,11,2.7,161,15.42,NA,7.5,7.2,173,167.5,80,80,0.008,0.009,0.034,0.266,NA,NA,0.012,0.006,0.035,0.31,3.713,NA,0,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,0,19,0,80,170.25,7.35,0.0085,0.15,NA,0,0.009,0.1725,46,43,78,55,56,NA,1.025,3.328,FALSE,Mesotrophic
145,222,2589,1172,Pleasant,171.59,natural lake,56,10,Steuben,2017,24-Jul-17,deep hole,41.75682,-85.0899,15,1.7,17.8,6,38.5,8.3,7.5,436.4,467.8,125.5,153,0.02,0.027,0.02,0.585,NA,NA,0.002,0.005,0.033,0.042,6.365,NA,17146,762160,55.6,88,424042,15182,262683,1869,7506,8,67547,87,290,0,92,0,139.25,452.1,7.9,0.0235,0.3025,NA,0,0.0035,0.0375,52,49,56,55,52,NA,0.88,1.108,FALSE,Mesotrophic
87,292,2678,1172,Pleasant,171.59,natural lake,56,5,Steuben,2018,16-Jul-18,Deep Hole,41.756667,-85.086944,12.8,2,1259,20.01,NA,7.6,8.1,445.2,404.5,121,127,0.008,0.008,0.036,0.026,NA,NA,0.002,0.006,0.02,0.123,3.588,NA,0,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,0,20,0,124,424.85,7.85,0.008,0.031,NA,0,0.004,0.0715,50,43,66,47,53,NA,0.886,1.519,FALSE,Mesotrophic
216,264,2644,1166,Hogback,59.09,natural lake,56,1,Steuben,2018,25-Jun-18,Deep Hole,41.62622,-85.0861,7.9,1.2,NA,NA,NA,7.2,6.9,568.6,622.5,212,246,2.856,0.277,0.175,1.634,NA,NA,0.033,0.115,0.099,0.087,15.892,NA,0,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0,126,0,229,595.55,7.05,1.5665,0.9045,NA,0,0.074,0.093,57,58,70,70,62,NA,6.14,3.792,FALSE,Eutrophic
215,257,2636,1154,Golden,48.16,natural lake,56,1,Steuben,2018,25-Jun-18,Deep Hole,41.60565,-85.07323,9.2,1,355,11.48,NA,7.2,7.1,579.1,590.5,213,231,3.363,1.487,0.225,1.07,NA,NA,0.036,0.069,0.075,0.208,15.913,NA,0,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,0,16,0,222,584.8,7.15,2.425,0.6475,NA,0,0.0525,0.1415,60,58,76,66,65,NA,3.111,2.231,FALSE,Eutrophic
187,236,2602,1154,Golden,48.16,natural lake,56,11,Steuben,2017,31-Jul-17,deep hole,41.60592,-85.07236,8.5,19,11.5,4.25,47,8.4,7.3,805.8,544.3,235,257,1.302,0.029,0.014,2.388,NA,NA,0.006,0.171,0.031,0.218,11.134,NA,20588,1901108,21.6,82,411534,16882,1147039,2024,70048,70,271437,1612,621,0,429,0,246,675.05,7.85,0.6655,1.201,NA,0,0.0885,0.1245,18,54,74,54,49,NA,1.955,3.016,FALSE,Eutrophic
113,263,2643,1215,Silver,96.32,natural lake,56,1,Steuben,2018,25-Jun-18,Deep Hole,41.62851,-85.0654,9.14,2.1,NA,NA,NA,7.2,7.3,413.5,422.7,149,171,0.008,0.035,0.05,0.268,NA,NA,0.01,0.017,0.081,0.2,4.774,NA,0,839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,0,109,0,160,418.1,7.25,0.0215,0.159,NA,0,0.0135,0.1405,49,46,75,68,57,NA,4.114,2.502,FALSE,Mesotrophic
57,232,2599,1126,Barton,38.04,natural lake,56,11,Steuben,2017,31-Jul-17,deep hole,41.75531,-85.06473,9.1,2,10.1,3.25,77,8.4,7.6,660.6,542.4,159,191,0.056,0.047,0.014,0.34,NA,NA,0.006,0.006,0.019,0.022,2.486,NA,5507,924410,9.9,36,91208,2010,682240,3197,116747,263,32835,36,1211,1,169,0,175,601.5,8,0.0515,0.177,NA,0,0.006,0.0205,50,40,48,47,46,NA,0.672,1.139,FALSE,Mesotrophic
40,86,2438,1215,Silver,96.32,natural lake,56,1,Steuben,2016,27-Jun-16,Deep Hole,41.62734,-85.06128,10.52,3.6,21.78,32.4,NA,8.2,6.8,416,481,140,179,0.0086,0.0086,0.0435,0.248,NA,NA,0.004,0.004,0.016,0.016,2.411,NA,5531,1678698,17.5,65,294227,3605,421279,963,956237,956,6687,7,150,0,118,0,159.5,448.5,7.5,0.0086,0.14575,NA,0,0.004,0.016,42,39,44,44,42,NA,0.723,0.734,FALSE,Mesotrophic
86,220,2587,1168,Jimmerson,114.53,natural lake,56,10,Steuben,2017,24-Jul-17,Deep hole,41.70623,-85.0538,16.8,2.3,18.1,21.25,43.8,8.2,7.4,535.6,574.4,171,200,0.03,0.023,0.014,1.33,NA,NA,0.002,0.01,0.037,0.05,3.481,NA,18434,1367340,40.6,87,555212,15969,716402,2244,41790,167,53730,54,114,0,92,0,185.5,555,7.8,0.0265,0.672,NA,0,0.006,0.0435,48,43,59,56,50,NA,0.495,1.915,FALSE,Mesotrophic
32,233,2600,1146,Crooked,324.57,natural lake,56,11,Steuben,2017,31-Jul-17,deep hole,41.67124,-85.05342,18.6,2.1,7.4,2.5,32.2,8.3,7.1,561.4,436.7,143,154,0.008,0.008,0.014,0.535,NA,NA,0.004,0.004,0.019,0.036,1.989,NA,7350,715467,62.3,85,445867,6258,231573,1055,17281,17,20737,20,5,0,4,0,148.5,499.05,7.7,0.008,0.2745,NA,0,0.004,0.0275,49,37,52,47,46,NA,0.593,1.217,FALSE,Mesotrophic
161,19,2345,1185,Loon,55.85,natural lake,56,2,Steuben,2015,6-Jul-15,deep hole,41.65047,-85.04865,18,5.904,17.27,4.5,100,8.15,NA,453,460,126.5,NA,0.013,NA,0.018,NA,0.8475,NA,0.01,NA,0.028,NA,8.065,NA,33598,4556246,41.9,85,1908016,28630,2023924,4156,62412,250,561705,562,141,0,48,0,126.5,456.5,8.15,0.013,0.018,0.8475,0.8295,0.01,0.028,34,51,52,52,46,NA,NA,NA,FALSE,Eutrophic
133,262,2642,1185,Loon,55.85,natural lake,56,1,Steuben,2018,25-Jun-18,Deep Hole,41.65032,-85.04855,5.48,1.9,NA,15.58,NA,7.2,7.2,429.7,439.8,154,173,0.008,0.008,0.053,0.117,NA,NA,0.012,0.012,0.017,0.015,5.724,NA,0,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,0,364,0,163.5,434.75,7.2,0.008,0.085,NA,0,0.012,0.016,51,48,44,45,48,NA,0.552,0.702,FALSE,Mesotrophic
112,221,2588,1216,Snow,125.46,natural lake,56,10,Steuben,2017,24-Jul-17,deep hole,41.7233,-85.03388,24.7,2.4,24,22.25,24.3,8.1,7.3,531.6,NA,183,223,0.014,0.558,0.014,0.052,NA,NA,0.006,0.014,0.026,0.431,4.806,NA,20484,1068310,76.6,97,818689,19849,236413,622,13134,13,NA,NA,50,0,24,0,203,531.6,7.7,0.286,0.033,NA,0,0.01,0.2285,47,46,83,51,59,NA,0.623,2.835,FALSE,Mesotrophic
124,255,2634,1131,Big Otter,27.92,natural lake,56,1,Steuben,2018,25-Jun-18,Deep Hole,41.72555,-85.01133,12.7,2.6,856,28.208,NA,7.9,7.8,583.4,633.2,213,228,0.267,0.318,0.068,0.748,NA,NA,0.003,0.142,0.026,0.04,5.57,NA,0,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,50,0,220.5,608.3,7.85,0.2925,0.408,NA,0,0.0725,0.033,46,47,55,51,49,NA,0.993,1.449,FALSE,Mesotrophic
169,21,2347,1131,Big Otter,27.92,natural lake,56,2,Steuben,2015,7-Jul-15,deep hole,41.72386,-85.01025,12.2,1.6,1.05,12.3,73.77,8.5,7.7,715,827,229,251,0.013,0.421,0.018,0.388,0.872,1.058,0.01,0.07,0.021,0.107,9.28,NA,13112,1591658,34,64,541645,8405,982985,4601,NA,NA,66870,106,107,0,51,0,240,771,8.1,0.217,0.203,0.965,0.762,0.04,0.064,53,52,64,48,56,NA,NA,NA,FALSE,Eutrophic
175,256,2635,1180,Little Otter,13.76,natural lake,56,1,Steuben,2018,25-Jun-18,Deep Hole,41.7212,-85.00812,10.5,2.1,715,23.944,NA,7.2,7.2,554,611.8,215,232,0.452,0.894,0.059,0.203,NA,NA,0.023,0.038,0.079,0.08,8.955,NA,0,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,26,0,223.5,582.9,7.2,0.673,0.131,NA,0,0.0305,0.0795,49,52,67,67,56,NA,4.348,2.778,FALSE,Eutrophic
95,253,2632,1153,George,205.99,natural lake,56,1,Steuben,2018,25-Jun-18,Deep Hole,41.75427,-85.00765,24.9,4.65,425,45.59,NA,7.3,7.6,384,420.1,155,173,0.008,0.08,0.063,0.339,NA,NA,0.019,0.031,0.05,0.284,4.101,NA,0,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,0,52,0,164,402.05,7.45,0.044,0.201,NA,0,0.025,0.167,38,44,78,61,53,NA,1.092,2.286,FALSE,Mesotrophic
13,169,2525,1153,George,205.99,natural lake,56,12,Steuben,2016,15-Aug-16,Deep Hole,41.75473,-85.00658,25,7.15,16.43,30,NA,7.3,6.8,347,420,126,166,0.008,0.008,0.061,0.738,NA,NA,0.004,0.066,0.012,0.089,1.272,NA,7053,404865,22.8,92,92174,6454,285551,572,10844,11,16265,16,14,0,17,0,146,383.5,7.05,0.008,0.3995,NA,0,0.035,0.0505,32,33,61,40,42,NA,0.674,1.307,FALSE,Oligotrophic
18,20,2346,1161,Green,9.71,natural lake,56,2,Steuben,2015,6-Jul-15,deep hole,41.72711,-84.99894,10.7,1.3,22.3,67.5,100,8.3,7.8,742,857,154,190,0.013,0.095,0.018,0.284,0.916,0.993,0.01,0.01,0.014,0.017,1.65,NA,14794,913947,20.5,93,187236,13807,512667,774,4458,4,209525,209,7,0,54,0,172,799.5,8.05,0.054,0.151,0.9545,0.8035,0.01,0.0155,56,35,44,42,45,NA,NA,NA,FALSE,Oligotrophic
70,42,2369,1149,Failing,9.31,natural lake,56,5,Steuben,2015,20-Jul-15,deep hole,41.70535,-84.99847,12,2.5,17.29,16.4,58.33,8.1,7.5,798,975,173,215,0.079,0.018,0.018,0.39,0.753,1.129,0.01,0.027,0.016,0.029,3.32,NA,15464,1166114,76.3,97,890202,14942,25076,25,NA,NA,250761,497,14,0,61,0,194,886.5,7.8,0.0485,0.204,0.941,0.737,0.0185,0.0225,47,42,49,44,46,NA,NA,NA,FALSE,Mesotrophic
26,291,2677,1149,"Failing ""Gentian""",9.31,natural lake,56,5,Steuben,2018,16-Jul-18,Deep Hole,41.7056519,-84.9971846,10,3.1,643.8,20.01,NA,7.4,7.2,801.7,844.3,193,211,0.008,0.008,0.021,0.231,NA,NA,0.006,0.016,0.017,0.03,1.538,NA,0,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,0,53,0,202,823,7.3,0.008,0.126,NA,0,0.011,0.0235,44,35,50,45,43,NA,1.009,0.913,FALSE,Oligotrophic
174,251,2620,1330,Brookville,2128.72,impoundment,55,13,Franklin,2017,15-Aug-17,deep hole,39.44467,-84.9936,31.4,2.6,24.1,8.2,28.7,8.4,NA,402.4,NA,157,NA,1.364,NA,0.014,NA,NA,NA,0.005,NA,0.016,0.033,8.814,NA,21937,2268251,40.9,91,928139,19981,963163,1517,315217,316,61292,123,347,0,93,0,157,402.4,8.4,1.364,0.014,NA,0,0.005,0.0245,46,52,50,44,49,NA,1.864,2.283,FALSE,Eutrophic
25,290,2676,1156,Gooseneck,10.12,natural lake,56,5,Steuben,2018,16-Jul-18,Deep Hole,41.5678109,-84.9896004,10.3,3,55,15.744,NA,7.4,7.3,565.6,500.3,207,218,0.008,0.137,0.036,0.476,NA,NA,0.008,0.016,0.022,0.051,1.538,NA,0,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,0,48,0,212.5,532.95,7.35,0.0725,0.256,NA,0,0.012,0.0365,44,35,56,49,45,NA,0.607,0.788,FALSE,Oligotrophic
138,43,2370,1186,Marsh,22.66,natural lake,56,5,Steuben,2015,20-Jul-15,deep hole,41.72102,-84.98585,12,2,12.1,11.152,25,8,7.7,691,886,233,274,0.013,0.022,0.018,1.248,1.319,2.013,0.01,0.102,0.019,0.172,6.76,NA,8910,954132,25.2,80,240730,7101,187236,388,102534,196,423508,1225,50,0,74,0,253.5,788.5,7.85,0.0175,0.633,1.666,1.033,0.056,0.0955,50,49,70,47,56,NA,NA,NA,FALSE,Mesotrophic
198,156,2508,1125,Ball,35.21,natural lake,56,10,Steuben,2016,8-Aug-16,Deep Hole,41.53919,-84.95133,19.8,0.95,24.82,13,NA,7.65,6.6,377,517,143.5,229,0.506,0.085,0.015,1.306,NA,NA,0.002,0.302,0.012,0.374,12.749,NA,15345,5492282,84.1,91,4618466,13972,401219,901,374470,374,98076,98,51,0,NA,NA,186.25,447,7.125,0.2955,0.6605,NA,0,0.152,0.193,61,56,80,40,66,NA,1.099,2.351,FALSE,Eutrophic
269,254,2633,1150,Fish,23.88,natural lake,56,1,Steuben,2018,25-Jun-18,Deep Hole,41.75018,-84.92593,8.1,1.2,338,10.824,NA,7.3,7.1,409.2,393.1,196,202,0.008,0.008,0.046,1.287,NA,NA,0.017,0.213,0.026,0.183,45.278,NA,1,777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,1,37,0,199,401.15,7.2,0.008,0.6665,NA,0,0.115,0.1045,57,68,71,51,65,NA,0.88,1.363,FALSE,Hypereutrophic
248,324,2709,1421,Middlefork Res.,112.1,impoundment,55,8,Wayne,2018,30-Jul-18,Deep Hole,39.85539,-84.87376,9.7,0.5,47.92,5.58,NA,7.9,NA,493.1,493.2,206,NA,1.946,2.037,0.219,0.182,NA,NA,0.009,NA,0.04,0.101,26.721,NA,0,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0,55,0,206,493.15,7.9,1.9915,0.2005,NA,0,0.009,0.0705,70,63,66,57,66,NA,0.613,1.306,FALSE,Eutrophic
